"customerid","count","quarter","referred_a_friend","number_of_referrals","tenure_in_months","offer","phone_service","avg_monthly_long_distance_charges","multiple_lines","internet_service","internet_type","avg_monthly_gb_download","online_security","online_backup","device_protection_plan","premium_tech_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_refunds","total_extra_data_charges","total_long_distance_charges","total_revenue","satisfaction_score","customer_status","churn_label","churn_value","churn_score","cltv","churn_category","churn_reason","country","state","city","zip_code","lat_long","latitude","longitude","gender","age","under_30","senior_citizen","married","dependents","number_of_dependents","population"
"6794-HKIAJ",1,"Q3","No",0,62,"None","Yes","18.90","Yes","Yes","Fiber Optic",2,"Yes","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","90.70","5586.45","0.00","0.00","1171.80","6758.25",3,"Stayed","No",0,67,5496,NULL,NULL,"United States","California","Redondo Beach","90278","33.873395, -118.37019","33.87339500","-118.37019000","Male",44,"No","No","No","No",0,37322
"5578-NKCXI",1,"Q3","Yes",9,58,"None","Yes","39.05","No","Yes","Fiber Optic",76,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","One Year","No","Credit Card","99.25","5846.65","0.00","0.00","2264.90","8111.55",3,"Stayed","No",0,22,4098,NULL,NULL,"United States","California","South Gate","90280","33.944624, -118.192615","33.94462400","-118.19261500","Female",20,"Yes","No","Yes","Yes",2,96267
"1642-HMARX",1,"Q3","Yes",10,68,"Offer A","Yes","15.65","Yes","Yes","DSL",5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","91.70","6424.70","0.00","0.00","1064.20","7488.90",3,"Stayed","No",0,77,4113,NULL,NULL,"United States","California","Topanga","90290","34.115192, -118.61017","34.11519200","-118.61017000","Female",45,"No","No","Yes","No",0,5451
"3096-WPXBT",1,"Q3","Yes",5,61,"Offer B","Yes","18.26","Yes","Yes","Fiber Optic",19,"Yes","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Credit Card","100.70","6018.65","0.00","90.00","1113.86","7222.51",3,"Stayed","No",0,57,4804,NULL,NULL,"United States","California","Venice","90291","33.991782, -118.479229","33.99178200","-118.47922900","Female",60,"No","No","Yes","Yes",1,31021
"8434-PNQZX",1,"Q3","No",0,42,"Offer B","Yes","20.27","Yes","Yes","DSL",15,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card","78.45","3373.40","0.00","0.00","851.34","4224.74",4,"Stayed","No",0,30,3192,NULL,NULL,"United States","California","Marina Del Rey","90292","33.977468, -118.445475","33.97746800","-118.44547500","Female",56,"No","No","No","No",0,18058
"5950-AAAGJ",1,"Q3","No",0,18,"Offer D","Yes","2.26","Yes","Yes","Fiber Optic",73,"No","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","84.30","1537.90","0.00","0.00","40.68","1578.58",3,"Stayed","No",0,72,4612,NULL,NULL,"United States","California","Playa Del Rey","90293","33.947305, -118.439841","33.94730500","-118.43984100","Male",19,"Yes","No","No","No",0,11264
"4299-OPXEJ",1,"Q3","No",0,56,"Offer B","Yes","13.89","No","No","None",0,"No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal","19.55","1080.55","0.00","0.00","777.84","1858.39",5,"Stayed","No",0,56,5764,NULL,NULL,"United States","California","Inglewood","90301","33.956445, -118.358634","33.95644500","-118.35863400","Female",57,"No","No","No","No",0,37527
"9618-LFJRU",1,"Q3","No",0,4,"None","Yes","3.05","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.45","82.85","0.00","0.00","12.20","95.05",5,"Stayed","No",0,40,4344,NULL,NULL,"United States","California","Inglewood","90303","33.936291, -118.332639","33.93629100","-118.33263900","Female",31,"No","No","No","No",0,27778
"6693-DJWTY",1,"Q3","No",0,35,"None","Yes","12.56","No","Yes","DSL",56,"Yes","Yes","No","No","No","No","No","Yes","One Year","No","Credit Card","55.60","2016.45","0.00","0.00","439.60","2456.05",3,"Stayed","No",0,80,5964,NULL,NULL,"United States","California","Inglewood","90304","33.936827, -118.359824","33.93682700","-118.35982400","Female",46,"No","No","No","Yes",3,28680
"0744-GKNGE",1,"Q3","No",0,64,"Offer B","Yes","27.74","Yes","Yes","Fiber Optic",12,"Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","86.80","5327.25","0.00","0.00","1775.36","7102.61",3,"Stayed","No",0,70,4915,NULL,NULL,"United States","California","Inglewood","90305","33.958134, -118.330905","33.95813400","-118.33090500","Female",31,"No","No","Yes","Yes",2,13779
"6447-EGDIV",1,"Q3","No",0,31,"None","Yes","31.79","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Mailed Check","20.95","683.25","0.00","0.00","985.49","1668.74",4,"Stayed","No",0,69,5772,NULL,NULL,"United States","California","Santa Monica","90401","34.015481, -118.493231","34.01548100","-118.49323100","Female",23,"Yes","No","No","No",0,5221
"4854-SSLTN",1,"Q3","Yes",8,2,"Offer E","Yes","42.55","No","Yes","DSL",53,"Yes","Yes","No","Yes","No","No","No","Yes","Two Year","No","Mailed Check","59.50","130.50","0.00","0.00","85.10","215.60",4,"Joined","No",0,61,5613,NULL,NULL,"United States","California","Torrance","90502","33.833181, -118.292062","33.83318100","-118.29206200","Male",49,"No","No","Yes","Yes",4,17058
"5294-DMSFH",1,"Q3","Yes",1,29,"None","Yes","33.62","No","Yes","Fiber Optic",13,"No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","87.80","2621.75","0.00","0.00","974.98","3596.73",4,"Stayed","No",0,25,4780,NULL,NULL,"United States","California","Torrance","90503","33.840399, -118.353714","33.84039900","-118.35371400","Female",32,"No","No","Yes","Yes",2,41979
"4837-PZTIC",1,"Q3","No",0,47,"Offer B","No","0.00","No","Yes","Cable",23,"Yes","No","Yes","Yes","No","No","No","Yes","Two Year","No","Credit Card","41.90","1875.25","0.00","0.00","0.00","1875.25",3,"Stayed","No",0,45,2540,NULL,NULL,"United States","California","Torrance","90504","33.867257, -118.330794","33.86725700","-118.33079400","Female",54,"No","No","No","No",0,31678
"0603-OLQDC",1,"Q3","No",0,12,"Offer D","Yes","27.07","No","Yes","Cable",29,"Yes","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Mailed Check","69.85","837.50","0.00","0.00","324.84","1162.34",3,"Stayed","No",0,36,5796,NULL,NULL,"United States","California","Whittier","90601","34.007353, -118.033683","34.00735300","-118.03368300","Male",41,"No","No","No","Yes",1,32050
"3272-VUHPV",1,"Q3","Yes",10,8,"None","Yes","31.86","No","Yes","Cable",59,"No","Yes","No","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal","56.30","401.50","0.00","30.00","254.88","686.38",5,"Stayed","No",0,21,3135,NULL,NULL,"United States","California","Whittier","90602","33.972119, -118.020188","33.97211900","-118.02018800","Female",24,"Yes","No","Yes","Yes",1,26265
"4176-FXYBO",1,"Q3","Yes",9,54,"Offer B","Yes","49.90","Yes","Yes","Fiber Optic",29,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","109.55","6118.95","0.00","0.00","2694.60","8813.55",4,"Stayed","No",0,42,6130,NULL,NULL,"United States","California","Whittier","90603","33.945318, -117.992066","33.94531800","-117.99206600","Male",35,"No","No","Yes","No",0,19109
"1063-DHQJF",1,"Q3","Yes",2,69,"Offer A","Yes","20.32","No","Yes","Fiber Optic",56,"No","Yes","No","Yes","Yes","No","No","Yes","Two Year","Yes","Mailed Check","92.15","6480.90","0.00","0.00","1402.08","7882.98",3,"Stayed","No",0,30,5817,NULL,NULL,"United States","California","Whittier","90604","33.929704, -118.01208","33.92970400","-118.01208000","Male",56,"No","No","Yes","Yes",3,37887
"8663-UPDGF",1,"Q3","No",0,26,"Offer C","Yes","25.40","Yes","Yes","DSL",10,"Yes","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","69.50","1800.05","0.00","0.00","660.40","2460.45",4,"Stayed","No",0,55,3866,NULL,NULL,"United States","California","Whittier","90605","33.960891, -118.032222","33.96089100","-118.03222200","Female",54,"No","No","No","No",0,38181
"6719-FGEDO",1,"Q3","Yes",1,72,"Offer A","Yes","38.79","Yes","Yes","Fiber Optic",42,"Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","97.00","7104.20","0.00","0.00","2792.88","9897.08",4,"Stayed","No",0,67,6302,NULL,NULL,"United States","California","Whittier","90606","33.976678, -118.065875","33.97667800","-118.06587500","Female",27,"Yes","No","Yes","No",0,32148
"1837-YQUCE",1,"Q3","No",0,70,"Offer A","No","0.00","No","Yes","DSL",13,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","58.35","4214.25","0.00","0.00","0.00","4214.25",3,"Stayed","No",0,55,4093,NULL,NULL,"United States","California","Buena Park","90620","33.845706, -118.012204","33.84570600","-118.01220400","Female",54,"No","No","No","No",0,44442
"0369-ZGOVK",1,"Q3","Yes",6,28,"Offer C","Yes","12.94","No","Yes","Fiber Optic",24,"No","No","No","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal","70.40","1992.20","0.00","0.00","362.32","2354.52",3,"Stayed","No",0,54,5195,NULL,NULL,"United States","California","Cypress","90630","33.818477, -118.038307","33.81847700","-118.03830700","Female",56,"No","No","Yes","Yes",2,47344
"9919-KNPOO",1,"Q3","Yes",6,21,"Offer D","Yes","27.66","Yes","Yes","Fiber Optic",8,"No","No","No","No","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","94.30","1948.35","0.00","30.00","580.86","2559.21",3,"Stayed","No",0,55,2058,NULL,NULL,"United States","California","La Mirada","90638","33.902045, -118.008961","33.90204500","-118.00896100","Female",60,"No","No","Yes","No",0,47568
"7872-BAAZR",1,"Q3","Yes",10,53,"Offer B","Yes","30.31","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","19.55","1007.90","0.00","0.00","1606.43","2614.33",5,"Stayed","No",0,29,4670,NULL,NULL,"United States","California","Norwalk","90650","33.905963, -118.08263","33.90596300","-118.08263000","Female",49,"No","No","Yes","Yes",1,103214
"9391-LMANN",1,"Q3","No",0,53,"Offer B","Yes","33.74","No","Yes","Fiber Optic",56,"Yes","Yes","Yes","No","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal","95.95","5036.90","0.00","0.00","1788.22","6825.12",3,"Stayed","No",0,61,4523,NULL,NULL,"United States","California","Pico Rivera","90660","33.989524, -118.089299","33.98952400","-118.08929900","Male",38,"No","No","No","Yes",3,63288
"8174-TBVCF",1,"Q3","Yes",7,70,"Offer A","Yes","26.47","Yes","Yes","DSL",59,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card","94.80","6859.05","0.00","0.00","1852.90","8711.95",3,"Stayed","No",0,71,5072,NULL,NULL,"United States","California","Stanton","90680","33.801869, -117.995068","33.80186900","-117.99506800","Female",30,"No","No","Yes","No",0,29694
"1698-XFZCI",1,"Q3","No",0,61,"Offer B","Yes","42.40","Yes","Yes","Fiber Optic",71,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","107.75","6521.90","0.00","0.00","2586.40","9108.30",3,"Stayed","No",0,29,5364,NULL,NULL,"United States","California","Artesia","90701","33.867593, -118.080637","33.86759300","-118.08063700","Male",30,"No","No","No","No",0,16398
"1877-HKBQX",1,"Q3","No",0,11,"Offer D","Yes","1.16","No","Yes","DSL",41,"Yes","No","No","Yes","No","No","No","Yes","One Year","Yes","Mailed Check","54.60","617.85","0.00","0.00","12.76","630.61",4,"Stayed","No",0,49,2573,NULL,NULL,"United States","California","Cerritos","90703","33.8681, -118.067402","33.86810000","-118.06740200","Female",21,"Yes","No","No","No",0,51556
"4450-DLLMH",1,"Q3","No",0,2,"Offer E","Yes","6.74","No","Yes","Fiber Optic",3,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","71.30","157.75","0.00","0.00","13.48","171.23",3,"Joined","No",0,43,2274,NULL,NULL,"United States","California","Avalon","90704","33.391181, -118.421305","33.39118100","-118.42130500","Male",53,"No","No","No","No",0,3699
"0428-AXXLJ",1,"Q3","No",0,25,"Offer C","Yes","3.58","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal","19.50","516.30","0.00","0.00","89.50","605.80",4,"Stayed","No",0,36,4761,NULL,NULL,"United States","California","Bellflower","90706","33.887676, -118.127289","33.88767600","-118.12728900","Male",29,"Yes","No","No","No",0,72893
"2746-DIJLO",1,"Q3","No",0,41,"Offer B","Yes","36.47","Yes","Yes","DSL",8,"No","Yes","No","No","No","No","No","Yes","One Year","Yes","Credit Card","56.30","2364.00","0.00","0.00","1495.27","3859.27",5,"Stayed","No",0,46,2994,NULL,NULL,"United States","California","Harbor City","90710","33.798266, -118.300237","33.79826600","-118.30023700","Female",40,"No","No","No","No",0,24660
"3508-VLHCZ",1,"Q3","Yes",10,71,"Offer A","Yes","41.71","Yes","Yes","Cable",20,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card","90.55","6239.05","0.00","0.00","2961.41","9200.46",4,"Stayed","No",0,66,6009,NULL,NULL,"United States","California","Lakewood","90715","33.841027, -118.078097","33.84102700","-118.07809700","Female",43,"No","No","Yes","Yes",3,20890
"4086-ATNFV",1,"Q3","Yes",7,34,"Offer C","Yes","49.58","No","Yes","Cable",16,"Yes","Yes","Yes","No","No","No","No","Yes","One Year","Yes","Mailed Check","60.80","2042.05","0.00","0.00","1685.72","3727.77",4,"Stayed","No",0,48,4522,NULL,NULL,"United States","California","Hawaiian Gardens","90716","33.830431, -118.074071","33.83043100","-118.07407100","Female",34,"No","No","Yes","Yes",1,14852
"0468-YRPXN",1,"Q3","No",0,29,"Offer C","Yes","48.20","No","Yes","Fiber Optic",19,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","98.80","2807.10","0.00","0.00","1397.80","4204.90",5,"Stayed","No",0,42,4580,NULL,NULL,"United States","California","Lomita","90717","33.794209, -118.317354","33.79420900","-118.31735400","Male",62,"No","No","No","No",0,21065
"3739-YBWAB",1,"Q3","Yes",7,36,"Offer C","No","0.00","No","Yes","Cable",23,"Yes","No","Yes","No","No","No","No","Yes","One Year","No","Mailed Check","35.35","1317.95","0.00","0.00","0.00","1317.95",4,"Stayed","No",0,60,3314,NULL,NULL,"United States","California","Paramount","90723","33.897122, -118.164432","33.89712200","-118.16443200","Male",37,"No","No","Yes","No",0,55306
"7047-FWEYA",1,"Q3","Yes",3,46,"Offer B","Yes","33.22","Yes","Yes","Fiber Optic",29,"No","Yes","No","Yes","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal","103.15","4594.65","0.00","130.00","1528.12","6252.77",3,"Stayed","No",0,32,3517,NULL,NULL,"United States","California","San Pedro","90731","33.736387, -118.284363","33.73638700","-118.28436300","Female",41,"No","No","Yes","No",0,58639
"2000-MPKCA",1,"Q3","No",0,58,"Offer B","Yes","46.70","Yes","Yes","Fiber Optic",19,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","107.75","6332.75","0.00","0.00","2708.60","9041.35",3,"Stayed","No",0,57,5121,NULL,NULL,"United States","California","San Pedro","90732","33.744119, -118.31448","33.74411900","-118.31448000","Female",51,"No","No","No","No",0,21279
"9762-YAQAA",1,"Q3","No",0,39,"Offer C","Yes","36.93","Yes","Yes","Fiber Optic",12,"No","Yes","No","No","No","No","No","Yes","One Year","No","Credit Card","81.40","3213.75","0.00","0.00","1440.27","4654.02",4,"Stayed","No",0,22,4104,NULL,NULL,"United States","California","Seal Beach","90740","33.75462, -118.071128","33.75462000","-118.07112800","Male",54,"No","No","No","No",0,24180
"5473-KHBPS",1,"Q3","Yes",8,52,"Offer B","Yes","8.16","Yes","Yes","Fiber Optic",20,"No","Yes","Yes","No","Yes","No","No","Yes","One Year","Yes","Credit Card","95.70","4976.15","0.00","0.00","424.32","5400.47",3,"Stayed","No",0,31,4415,NULL,NULL,"United States","California","Surfside","90743","33.728273, -118.085304","33.72827300","-118.08530400","Female",53,"No","No","Yes","Yes",3,174
"8950-MTZNV",1,"Q3","No",0,1,"Offer E","Yes","13.63","No","Yes","DSL",13,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check","44.95","44.95","0.00","0.00","13.63","58.58",5,"Joined","No",0,75,3256,NULL,NULL,"United States","California","Carson","90746","33.859171, -118.252272","33.85917100","-118.25227200","Male",61,"No","No","No","No",0,25566
"0326-VDYXE",1,"Q3","Yes",9,70,"Offer A","Yes","16.66","Yes","Yes","Fiber Optic",26,"No","No","Yes","No","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal","97.65","6982.50","0.00","80.00","1166.20","8228.70",4,"Stayed","No",0,35,4252,NULL,NULL,"United States","California","Long Beach","90802","33.752524, -118.210737","33.75252400","-118.21073700","Female",21,"Yes","No","Yes","No",0,38427
"0436-TWFFZ",1,"Q3","No",0,67,"Offer A","Yes","8.71","Yes","Yes","DSL",41,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Mailed Check","85.25","5714.20","1.31","0.00","583.57","6296.46",4,"Stayed","No",0,61,6322,NULL,NULL,"United States","California","Long Beach","90805","33.864622, -118.179626","33.86462200","-118.17962600","Female",21,"Yes","No","No","No",0,91664
"8566-YPRGL",1,"Q3","No",0,1,"Offer E","Yes","33.02","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","19.50","19.50","0.00","0.00","33.02","52.52",4,"Joined","No",0,23,5279,NULL,NULL,"United States","California","Long Beach","90806","33.802664, -118.179971","33.80266400","-118.17997100","Female",57,"No","No","No","No",0,49647
"6609-MXJHJ",1,"Q3","Yes",6,30,"Offer C","Yes","47.21","Yes","No","None",0,"No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","25.10","789.55","15.41","0.00","1416.30","2190.44",3,"Stayed","No",0,35,5851,NULL,NULL,"United States","California","Long Beach","90808","33.823943, -118.111335","33.82394300","-118.11133500","Female",39,"No","No","Yes","Yes",2,37417
"2669-OIDSD",1,"Q3","Yes",3,48,"Offer B","Yes","1.02","No","Yes","Fiber Optic",2,"No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","100.05","4834.00","37.45","0.00","48.96","4845.51",5,"Stayed","No",0,34,3468,NULL,NULL,"United States","California","Long Beach","90810","33.819814, -118.222416","33.81981400","-118.22241600","Female",58,"No","No","Yes","No",0,35656
"8400-WZICQ",1,"Q3","Yes",9,55,"Offer B","Yes","36.41","No","Yes","DSL",14,"Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","55.70","3131.80","34.16","0.00","2002.55","5100.19",3,"Stayed","No",0,61,4149,NULL,NULL,"United States","California","Long Beach","90813","33.781086, -118.199049","33.78108600","-118.19904900","Female",49,"No","No","Yes","Yes",2,63136
"9576-SYUHJ",1,"Q3","No",0,37,"Offer C","Yes","12.69","Yes","Yes","Fiber Optic",69,"Yes","No","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal","91.15","3369.25","17.50","50.00","469.53","3871.28",3,"Stayed","No",0,37,3194,NULL,NULL,"United States","California","Long Beach","90815","33.797638, -118.11662","33.79763800","-118.11662000","Male",29,"Yes","No","No","No",0,38902
"0410-IPFTY",1,"Q3","Yes",1,31,"Offer C","Yes","12.03","No","Yes","Fiber Optic",9,"No","Yes","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","83.85","2674.15","11.37","0.00","372.93","3035.71",3,"Stayed","No",0,56,4283,NULL,NULL,"United States","California","Long Beach","90822","33.778436, -118.118648","33.77843600","-118.11864800","Female",64,"No","No","Yes","No",0,425
"2831-EBWRN",1,"Q3","No",0,4,"Offer E","Yes","33.93","No","Yes","Cable",20,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","45.90","199.75","0.00","0.00","135.72","335.47",3,"Stayed","No",0,39,3200,NULL,NULL,"United States","California","Altadena","91001","34.196837, -118.142236","34.19683700","-118.14223600","Male",46,"No","No","No","No",0,36243
"9430-NKQLY",1,"Q3","Yes",7,72,"Offer A","Yes","27.93","Yes","No","None",0,"No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","25.10","1790.80","46.81","0.00","2010.96","3754.95",3,"Stayed","No",0,52,4185,NULL,NULL,"United States","California","Arcadia","91006","34.137319, -118.029837","34.13731900","-118.02983700","Male",49,"No","No","Yes","Yes",2,30028
"0247-SLUJI",1,"Q3","Yes",2,1,"None","Yes","34.28","No","No","None",0,"No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.70","19.70","0.00","0.00","34.28","53.98",5,"Joined","No",0,43,2004,NULL,NULL,"United States","California","Duarte","91010","34.145695, -117.95982","34.14569500","-117.95982000","Male",37,"No","No","Yes","Yes",3,27414
"6483-OATDN",1,"Q3","Yes",7,8,"None","Yes","10.36","No","Yes","DSL",20,"Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","51.30","411.60","15.02","0.00","82.88","479.46",4,"Stayed","No",0,66,2545,NULL,NULL,"United States","California","Monrovia","91016","34.1528, -118.000482","34.15280000","-118.00048200","Male",47,"No","No","Yes","Yes",1,41067
"1293-HHSHJ",1,"Q3","No",0,35,"Offer C","Yes","23.77","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Credit Card","21.10","741.00","14.23","0.00","831.95","1558.72",4,"Stayed","No",0,79,5707,NULL,NULL,"United States","California","Montrose","91020","34.2112, -118.230625","34.21120000","-118.23062500","Female",61,"No","No","No","No",0,7527
"8610-ZIKJJ",1,"Q3","Yes",2,2,"None","Yes","35.42","No","No","None",0,"No","No","No","No","No","No","No","No","One Year","No","Credit Card","20.30","31.90","0.00","0.00","70.84","102.74",3,"Joined","No",0,58,2843,NULL,NULL,"United States","California","Tujunga","91042","34.296574, -118.244839","34.29657400","-118.24483900","Female",57,"No","No","Yes","Yes",2,26753
"7801-KICAO",1,"Q3","No",0,18,"Offer D","Yes","11.36","Yes","Yes","Fiber Optic",13,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","74.15","1345.75","0.00","0.00","204.48","1550.23",4,"Stayed","No",0,73,5033,NULL,NULL,"United States","California","Pasadena","91103","34.167465, -118.165327","34.16746500","-118.16532700","Female",43,"No","No","No","No",0,27891
"7673-LPRNY",1,"Q3","No",0,23,"None","Yes","48.88","Yes","Yes","DSL",12,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","78.55","1843.05","19.63","0.00","1124.24","2947.66",3,"Stayed","No",0,47,3127,NULL,NULL,"United States","California","Pasadena","91104","34.165383, -118.123752","34.16538300","-118.12375200","Female",43,"No","No","No","No",0,38460
"6060-QBMGV",1,"Q3","Yes",9,70,"Offer A","Yes","3.51","No","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.85","1433.80","45.47","0.00","245.70","1634.03",5,"Stayed","No",0,39,4442,NULL,NULL,"United States","California","Pasadena","91106","34.139402, -118.128658","34.13940200","-118.12865800","Male",30,"No","No","Yes","No",0,23742
"7339-POGZN",1,"Q3","No",0,4,"None","Yes","16.25","Yes","Yes","DSL",51,"No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","50.70","214.55","39.92","0.00","65.00","239.63",4,"Stayed","No",0,60,4288,NULL,NULL,"United States","California","Pasadena","91107","34.159007, -118.087353","34.15900700","-118.08735300","Female",24,"Yes","No","No","No",0,32369
"2828-SLQPF",1,"Q3","No",0,19,"None","Yes","29.52","No","Yes","DSL",5,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","45.00","865.85","22.55","0.00","560.88","1404.18",3,"Stayed","No",0,62,4519,NULL,NULL,"United States","California","San Marino","91108","34.122671, -118.112911","34.12267100","-118.11291100","Male",53,"No","No","No","No",0,13158
"4465-VDKIQ",1,"Q3","No",0,18,"None","Yes","19.93","No","Yes","Fiber Optic",26,"No","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","77.80","1358.60","29.76","0.00","358.74","1687.58",5,"Stayed","No",0,42,4228,NULL,NULL,"United States","California","Glendale","91201","34.17051, -118.289463","34.17051000","-118.28946300","Female",61,"No","No","No","No",0,23981
"2558-BUOZZ",1,"Q3","No",0,47,"Offer B","Yes","40.25","Yes","Yes","Fiber Optic",20,"Yes","Yes","No","No","Yes","No","No","Yes","One Year","No","Bank Withdrawal","94.80","4535.85","3.34","0.00","1891.75","6424.26",4,"Stayed","No",0,66,5022,NULL,NULL,"United States","California","Glendale","91204","34.136306, -118.26036","34.13630600","-118.26036000","Male",51,"No","No","No","No",0,17015
"9257-AZMTZ",1,"Q3","Yes",10,52,"None","Yes","2.44","No","No","None",0,"No","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal","20.10","1078.75","17.05","0.00","126.88","1188.58",4,"Stayed","No",0,71,4529,NULL,NULL,"United States","California","Glendale","91205","34.13658, -118.245839","34.13658000","-118.24583900","Female",22,"Yes","No","Yes","Yes",1,41390
"0003-MKNFE",1,"Q3","No",0,9,"None","Yes","10.69","Yes","Yes","Cable",10,"No","No","No","No","No","Yes","Yes","No","Month-to-Month","No","Credit Card","59.90","542.40","38.33","10.00","96.21","610.28",5,"Stayed","No",0,66,5414,NULL,NULL,"United States","California","Glendale","91206","34.162515, -118.203869","34.16251500","-118.20386900","Male",46,"No","No","No","No",0,31297
"0975-UYDTX",1,"Q3","Yes",1,26,"Offer C","Yes","25.63","Yes","Yes","DSL",19,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card","90.10","2312.55","47.79","0.00","666.38","2931.14",3,"Stayed","No",0,39,2068,NULL,NULL,"United States","California","Glendale","91207","34.182378, -118.262922","34.18237800","-118.26292200","Female",46,"No","No","Yes","No",0,9864
"4682-BLBUC",1,"Q3","Yes",1,44,"None","Yes","29.61","No","Yes","DSL",48,"No","Yes","Yes","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal","70.95","3250.45","24.92","0.00","1302.84","4528.37",5,"Stayed","No",0,66,3678,NULL,NULL,"United States","California","La Crescenta","91214","34.239636, -118.245259","34.23963600","-118.24525900","Male",19,"Yes","No","Yes","No",0,29110
"0975-VOOVL",1,"Q3","No",0,3,"None","No","0.00","No","Yes","DSL",22,"No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","29.20","98.50","0.00","0.00","0.00","98.50",4,"Joined","No",0,48,4699,NULL,NULL,"United States","California","Agoura Hills","91301","34.129058, -118.759788","34.12905800","-118.75978800","Female",34,"No","No","No","No",0,25303
"5968-VXZLG",1,"Q3","No",0,2,"None","Yes","1.87","No","Yes","DSL",12,"No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","46.60","87.90","0.00","0.00","3.74","91.64",4,"Joined","No",0,54,5096,NULL,NULL,"United States","California","Calabasas","91302","34.130861, -118.68346","34.13086100","-118.68346000","Male",45,"No","No","No","No",0,23661
